token	lemma	POS	morph	treated
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vit
aprocier	aprochier	VERinf	MORPH=empty	aprocier
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
terme	terme	NOMcom	NOMB.=s|GENRE=m|CAS=r	terme
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r	que
dut	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dut
acouchier	acouchier	VERinf	MORPH=empty	acouchier
,	,	PONfbl	MORPH=empty	,
Crient	criembre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	Crient
que	que4	CONsub	MORPH=empty	que
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
deüst	devoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	deüst
grever	grever	VERinf	MORPH=empty	grever
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
i	i2	PROadv	MORPH=empty	i
laissa	laissier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	laissa
plus	plus	ADVgen	DEGRE=-	plus
aler	aler	VERinf	MORPH=empty	aler
;	;	PONfbl	MORPH=empty	;
A	a3	PRE	MORPH=empty	A
remanoir	remanoir	VERinf	MORPH=empty	remanoir
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
commanda	comander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	commanda
:	:	PONfbl	MORPH=empty	:
Ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	Ele
remest	remanoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	remest
,	,	PONfbl	MORPH=empty	,
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
i	i2	PROadv	MORPH=empty	i
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ala
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
nule	nul	PROind	NOMB.=s|GENRE=f|CAS=n	nule
perdre	perdre	VERinf	MORPH=empty	perdre
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
voloit	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	voloit
.	.	PONfrt	MORPH=empty	.
Une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	Une
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
com	come1	CONsub	MORPH=empty	com
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
soloit	soloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	soloit
,	,	PONfbl	MORPH=empty	,
Fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Fu
esvilliés	esveillier	VERppe	NOMB.=s|GENRE=m|CAS=n	esvilliés
a	a3	PRE	MORPH=empty	a
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r	le
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	droite
eure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r	eure
;	;	PONfbl	MORPH=empty	;
Mervilla	merveillier	VERcjg	NOMB.=s	Mervilla
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	soi
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
demeure	demorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	demeure
Que	que4	CONsub	MORPH=empty	Que
n'	ne1	ADVneg	MORPH=empty	n
ooit	öir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	ooit
matines	matines	NOMcom	NOMB.=p|GENRE=f|CAS=r	matines
soner	soner	VERinf	MORPH=empty	soner
.	.	PONfrt	MORPH=empty	.
Ausi	aussi	ADVgen	DEGRE=-	Ausi
com	come1	CONsub	MORPH=empty	com
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
deüst	devoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	deüst
touner	toner	VERinf	MORPH=empty	touner
,	,	PONfbl	MORPH=empty	,
Ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Ot
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
escrois	escrois1	NOMcom	NOMB.=s|GENRE=m|CAS=r	escrois
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
tressaut	tressalir	VERcjg	NOMB.=s	tressaut
.	.	PONfrt	MORPH=empty	.
Son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Son
cief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cief
en	en2	PROadv	MORPH=empty	en
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
levé	lever	VERppe	NOMB.=s|GENRE=m|CAS=r	levé
en	en1	PRE	MORPH=empty	en
haut	haut	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	haut
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
par	par	PRE	MORPH=empty	par
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cambre	chambre1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cambre
esgardé	esgarder	VERppe	NOMB.=s|GENRE=m|CAS=r	esgardé
Et	et	CONcoo	MORPH=empty	Et
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vit
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
si	si	ADVgen	DEGRE=-	si
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
clarté	clarté	NOMcom	NOMB.=s|GENRE=f|CAS=r	clarté
Que	que4	CONsub	MORPH=empty	Que
de	de	PRE	MORPH=empty	de
luor	lor2	DETpos	NOMB.=s|GENRE=f|CAS=r	luor
tos	tot	PROind	NOMB.=p|GENRE=m|CAS=r	tos
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
esbleui	esblöir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	esbleui
.	.	PONfrt	MORPH=empty	.
Avoec	avuec	PRE	MORPH=empty	Avoec
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
vois	voiz	NOMcom	PERS.=1|NOMB.=s|GENRE=f|CAS=r	vois
oï	öir	VERcjg	MODE=ind|TEMPS=psp|NOMB.=s|GENRE=f|CAS=r	oï
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	Rois
,	,	PONfbl	MORPH=empty	,
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
en	en1	PRE	MORPH=empty	en
essil	essil	NOMcom	NOMB.=s|GENRE=m|CAS=r	essil
;	;	PONfbl	MORPH=empty	;
De	de	PRE	MORPH=empty	De
par	par	PRE	MORPH=empty	par
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
par	par	PRE	MORPH=empty	par
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r	fil
Le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Le
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	jou
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
mande	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	mande
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
par	par	PRE	MORPH=empty	par
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	moi
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
commande	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	commande
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
de	de	PRE	MORPH=empty	de
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
moult	mout	ADVgen	DEGRE=-	moult
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
esmerveille	esmerveillier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	esmerveille
;	;	PONfbl	MORPH=empty	;
A	a3	PRE	MORPH=empty	A
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
capelain	chapelain	NOMcom	NOMB.=s|GENRE=m|CAS=r	capelain
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
conselle	conseillier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	conselle
,	,	PONfbl	MORPH=empty	,
Aprés	après	PRE	MORPH=empty	Aprés
matines	matines	NOMcom	NOMB.=s|GENRE=f|CAS=r	matines
,	,	PONfbl	MORPH=empty	,
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
endemain	endemain	NOMcom	NOMB.=s|GENRE=m|CAS=r	endemain
.	.	PONfrt	MORPH=empty	.
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
moult	mout	ADVgen	DEGRE=-	moult
loial	lëal	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	loial
consel	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=n	consel
et	et	CONcoo	MORPH=empty	et
sain	sain	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	sain
L'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	L
en	en2	PROadv	MORPH=empty	en
dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dona
lonc	lonc	ADJqua	NOMB.=s|GENRE=m|CAS=r	lonc
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
entention	intencïon	NOMcom	NOMB.=s|GENRE=f|CAS=r	entention
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Sire
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
avision	avision	NOMcom	NOMB.=s|GENRE=f|CAS=r	avision
,	,	PONfbl	MORPH=empty	,
Fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Fait
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	CAS=r	que
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
avés	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avés
veüe	vëoir	VERppe	NOMB.=s|GENRE=f|CAS=r	veüe
,	,	PONfbl	MORPH=empty	,
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
se	se	CONsub	MORPH=empty	se
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
venue	venir	VERppe	NOMB.=s|GENRE=f|CAS=n	venue
De	de	PRE	MORPH=empty	De
par	par	PRE	MORPH=empty	par
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
,	,	PONfbl	MORPH=empty	,
ne	ne2	CONcoo	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
ne	ne1	ADVneg	MORPH=empty	ne
savés	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	savés
.	.	PONfrt	MORPH=empty	.
[	[	PONfbl	MORPH=empty	[
d	denier	PRE	MORPH=empty	d
]	]	PONfbl	MORPH=empty	]
Mais	mais1	CONcoo	MORPH=empty	Mais
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
avés	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avés
Mainte	maint	DETind	NOMB.=s|GENRE=f|CAS=r	Mainte
cose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	cose
u	où	PROrel	MORPH=empty	u
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
n'	ne1	ADVneg	MORPH=empty	n
avés	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avés
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r	droit
.	.	PONfrt	MORPH=empty	.
Faites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Faites
crïer	crïer2	VERinf	MORPH=empty	crïer
tost	tost1	ADVgen	DEGRE=p	tost
orendroit	orendroit	ADVgen	DEGRE=-	orendroit
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
nus	nul	PROind	PERS.=1|NOMB.=s|GENRE=m|CAS=n	nus
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
que	que4	CONsub	MORPH=empty	que
demander	demander	VERinf	MORPH=empty	demander
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
pres	près	ADVgen	DEGRE=-	pres
estes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	estes
de	de	PRE	MORPH=empty	de
l'	il	PROper	NOMB.=s|GENRE=n|CAS=r	l
amender	amender	VERinf	MORPH=empty	amender
.	.	PONfrt	MORPH=empty	.
C'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	C
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
consaus	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=n	consaus
,	,	PONfbl	MORPH=empty	,
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
tel	tel	PROind	NOMB.=s|GENRE=m|CAS=r	tel
;	;	PONfbl	MORPH=empty	;
Ne	ne2	ADVneg	MORPH=empty	Ne
retenés	retenir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	retenés
autrui	autrui	PROind	NOMB.=s|GENRE=m|CAS=i	autrui
catel	chastel	NOMcom	NOMB.=s|GENRE=m|CAS=r	catel
Mais	mais1	CONcoo	MORPH=empty	Mais
acuitiés	acoter	VERppe	MODE=ind|PERS.=2|NOMB.=p	acuitiés
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
par	par	PRE	MORPH=empty	par
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
avision	avision	NOMcom	NOMB.=s|GENRE=f|CAS=r	avision
redout	redoter1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	redout
Que	que4	CONsub	MORPH=empty	Que
d'	de	PRE	MORPH=empty	d
aucun	aucun	DETind	NOMB.=s|GENRE=m|CAS=r	aucun
fantosme	fantosme	NOMcom	NOMB.=s|GENRE=m|CAS=r	fantosme
ne	ne1	ADVneg	MORPH=empty	ne
vegne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s|CAS=n	vegne
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
talent	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talent
qu'	que2	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
desdegne	desdeignier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	desdegne
Çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	Çou
que	que2	PROrel	NOMB.=s|GENRE=n	que
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
loe	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	loe
et	et	CONcoo	MORPH=empty	et
commande	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	commande
.	.	PONfrt	MORPH=empty	.
Tot	tot	ADVgen	DEGRE=-	Tot
maintenant	maintenant	ADVgen	DEGRE=-	maintenant
a	a3	PRE	NOMB.=s	a
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
mande	mander	VERcjg	MODE=ind|PERS.=3|NOMB.=s	mande
Trestous	trestot	DETind	GENRE=m|CAS=r	Trestous
ciax	ciel	NOMcom	NOMB.=p|GENRE=m|CAS=r	ciax
de	de	PRE	MORPH=empty	de
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	savoit
Que	que4	CONsub	MORPH=empty	Que
riens	rien	PROind	NOMB.=s|GENRE=f|CAS=r	riens
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
leur	il	PROpos	PERS.=3|NOMB.=p|GENRE=m|CAS=i	leur
a	avoir	PRE	NOMB.=s	a
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
;	;	PONfbl	MORPH=empty	;
S'	si	ADVgen	PERS.=3|GENRE=m|CAS=r	S
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
a	a3	PRE	MORPH=empty	a
cascon	chascun	PROind	NOMB.=s|GENRE=m|CAS=r	cascon
rendu	rendre	VERppe	NOMB.=s|GENRE=m|CAS=r	rendu
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
sien	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	sien
;	;	PONfbl	MORPH=empty	;
Tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	Tot
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
creant	crëant	NOMcom	NOMB.=s|GENRE=m|CAS=r	creant
et	et	CONcoo	MORPH=empty	et
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
bien	bien2	NOMcom	NOMB.=s|GENRE=m|CAS=r	bien
Fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Fist
a	a3	PRE	MORPH=empty	a
cascon	chascun	PROind	NOMB.=s|GENRE=m|CAS=r	cascon
,	,	PONfbl	MORPH=empty	,
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
mix	mieus	PROcar	NOMB.=s|GENRE=m|CAS=r	mix
qu'	que2	PROrel	CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	pot
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
quanqu'	cantque	PROrel	NOMB.=s|GENRE=m|CAS=r	quanqu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
demander	demander	VERinf	MORPH=empty	demander
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sot
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
couciés	couchier	VERppe	NOMB.=s|GENRE=m|CAS=n	couciés
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
,	,	PONfbl	MORPH=empty	,
Droit	droit	ADJqua	DEGRE=-	Droit
a	a3	PRE	MORPH=empty	a
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
eure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r	eure
oï	öir	VERcjg	TEMPS=psp|NOMB.=s	oï
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
bruit	bruit	NOMcom	NOMB.=s|GENRE=m|CAS=r	bruit
,	,	PONfbl	MORPH=empty	,
Vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Vit
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r	le
clarté	clarté	NOMcom	NOMB.=s|GENRE=f|CAS=r	clarté
,	,	PONfbl	MORPH=empty	,
oï	öir	VERppe	MODE=ind|TEMPS=psp|NOMB.=s|CAS=r	oï
le	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	le
vois	voiz	VERcjg	NOMB.=s|CAS=r	vois
;	;	PONfbl	MORPH=empty	;
En	en1	PRE	MORPH=empty	En
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	mi
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
en	en2	PROadv	MORPH=empty	en
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
crois	croiz	NOMcom	NOMB.=s|GENRE=f|CAS=r	crois
;	;	PONfbl	MORPH=empty	;
De	de	PRE	MORPH=empty	De
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r	le
merveille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	merveille
qu'	que2	PROrel	NOMB.=s|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	oï
,	,	PONfbl	MORPH=empty	,
Saciés	savoir	VERcjg	MODE=imp|NOMB.=p|GENRE=m	Saciés
que	que4	CONsub	MORPH=empty	que
moult	mout	ADVgen	DEGRE=-	moult
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
esbahi	esbäir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	esbahi
;	;	PONfbl	MORPH=empty	;
Sus	sus	ADVgen	DEGRE=-	Sus
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
leva	lever	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	leva
plus	plus	ADVgen	DEGRE=-	plus
tost	tost1	ADVgen	DEGRE=-	tost
qu'	que1	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	pot
,	,	PONfbl	MORPH=empty	,
Moult	mout	ADVgen	DEGRE=-	Moult
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
douta	doter2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	douta
de	de	PRE	MORPH=empty	de
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
qu'	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
rala	raler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	rala
orer	orer2	VERinf	MORPH=empty	orer
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
moustier	mostier	NOMcom	NOMB.=s|GENRE=m|CAS=r	moustier
,	,	PONfbl	MORPH=empty	,
Batre	batre	VERinf	MORPH=empty	Batre
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
coupe	cope1	NOMcom	NOMB.=s|GENRE=f|CAS=r	coupe
et	et	CONcoo	MORPH=empty	et
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
proier	priier	VERinf	MORPH=empty	proier
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
matines	matines	NOMcom	NOMB.=p|GENRE=f|CAS=n	matines
