token	lemma	POS	morph	treated
mains	moins	ADVgen	NOMB.=p|DEGRE=c	mains
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Or	or4	ADVgen	DEGRE=-	Or
oi	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	oi
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	respont
Gauvains	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvains
,	,	PONfbl	MORPH=empty	,
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
proverbe	prover	NOMcom	NOMB.=s|GENRE=m|CAS=r	proverbe
que	que4	PROrel	NOMB.=s|GENRE=m|CAS=r	que
l'	le	DETdef	PERS.=3|NOMB.=s|GENRE=n|CAS=n	l
an	on	PROind	NOMB.=s|CAS=n	an
retret	retraire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	retret
,	,	PONfbl	MORPH=empty	,
que	que4	PROrel	NOMB.=s	que
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n	l
an	on	PROind	NOMB.=s|GENRE=n|CAS=n	an
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
:	:	PONfbl	MORPH=empty	:
de	de	PRE	MORPH=empty	de
bien	bien1	ADVgen	NOMB.=s|GENRE=m|DEGRE=p	bien
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
,	,	PONfbl	MORPH=empty	,
col	col	NOMcom	NOMB.=s|GENRE=m|CAS=r	col
fret	fraindre	VERppe	NOMB.=s|GENRE=m|CAS=r	fret
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
voldroie	voloir	VERcjg	MODE=con|PERS.=1|NOMB.=s	voldroie
mout	mout	ADVgen	DEGRE=-	mout
savoir	savoir	VERinf	MORPH=empty	savoir
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
voldroies	voloir	VERcjg	MODE=con|PERS.=2|NOMB.=s	voldroies
avoir	avoir	VERinf	MORPH=empty	avoir
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r	cheval
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
tox	tolir	VERcjg	PERS.=2|CAS=r	tox
,	,	PONfbl	MORPH=empty	,
n'	ne2	CONcoo	MORPH=empty	n
onques	onque	ADVgen	DEGRE=-	onques
mesfere	mesfaire	VERinf	NOMB.=s|GENRE=f	mesfere
ne	ne2	ADVneg	MORPH=empty	ne
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
vox	voloir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p|CAS=r	vox
ne	ne2	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
fis	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fis
an	en1	PRE	MORPH=empty	an
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r	tote
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
.	.	PONfrt	MORPH=empty	.
Ice	ice1	PROdem	NOMB.=s|GENRE=n|CAS=r	Ice
ne	ne1	ADVneg	MORPH=empty	ne
cuidoie	cuidier1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	cuidoie
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
mie	mie	ADVneg	MORPH=empty	mie
avoir	avoir	VERinf	MORPH=empty	avoir
anvers	envers2	PRE	MORPH=empty	anvers
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	toi
desservi	deservir	VERppe	NOMB.=s|GENRE=m|CAS=r	desservi
;	;	PONfbl	MORPH=empty	;
einz	ainz	ADVgen	DEGRE=-	einz
mes	mais1	ADVgen	MORPH=empty	mes
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
sache	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	sache
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
vi	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	vi
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Si	si	ADVgen	DEGRE=-	Si
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	as
,	,	PONfbl	MORPH=empty	,
Gauvains	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=r	Gauvains
,	,	PONfbl	MORPH=empty	,
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
veïs	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	veïs
la	là	ADVgen	DEGRE=-	la
ou	où	PROrel	MORPH=empty	ou
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
feïs	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	feïs
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
sovient	sovenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sovient
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
de	de	PRE	MORPH=empty	de
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	cui
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
feïs	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	feïs
si	si	ADVgen	DEGRE=-	si
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
enui	enui	NOMcom	NOMB.=s|GENRE=m|CAS=r	enui
que	que4	CONsub	CAS=r	que
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
feïs	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	feïs
oltre	outre1	PRE	MORPH=empty	oltre
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pois	pois2	NOMcom	NOMB.=s|GENRE=m|CAS=r	pois
mangier	mangier	VERinf	MORPH=empty	mangier
avoec	avuec	PRE	MORPH=empty	avoec
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
chiens	chien	NOMcom	NOMB.=p|GENRE=m|CAS=r	chiens
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
mois	mois2	NOMcom	NOMB.=p|GENRE=m|CAS=r	mois
,	,	PONfbl	MORPH=empty	,
mains	main2	ADVgen	NOMB.=p|GENRE=f|CAS=r|DEGRE=c	mains
liees	lié1	ADJqua	NOMB.=p|GENRE=f|CAS=r	liees
derriers	derrier(e)	PRE	MORPH=empty	derriers
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
dos	dos	NOMcom	NOMB.=s|GENRE=m|CAS=r	dos
?	?	PONfrt	MORPH=empty	?
Saches	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=s	Saches
que	que4	CONsub	NOMB.=s	que
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
feïs	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	feïs
que	que4	CONsub	MORPH=empty	que
fos	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	fos
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
or	or4	ADVgen	DEGRE=-	or
androit	endroit	PRE	PERS.=3	androit
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
i	i2	PROadv	MORPH=empty	i
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	as
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2	Es
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
donc	donc	ADVgen	DEGRE=-	donc
,	,	PONfbl	MORPH=empty	,
Greorreas	Greoreas	NOMpro	NOMB.=s|GENRE=m|CAS=n	Greorreas
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
dameisele	damoisele	NOMcom	NOMB.=s|GENRE=f|CAS=r	dameisele
preïs	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	preïs
par	par	PRE	MORPH=empty	par
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r	force
et	et	CONcoo	MORPH=empty	et
ton	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	ton
boen	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	boen
an	en2	PROadv	MORPH=empty	an
feïs	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	feïs
?	?	PONfrt	MORPH=empty	?
Porquant	por2	ADVgen	DEGRE=-	Porquant
mout	mout	ADVgen	DEGRE=-	mout
bien	bien1	ADVgen	DEGRE=p	bien
savoies	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=s	savoies
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
qu'	que4	CONsub	MORPH=empty	qu
an	en1	PRE	MORPH=empty	an
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
Artu	Artu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Artu
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=n	puceles
asseürees	assëurer	VERppe	NOMB.=p|GENRE=f|CAS=n	asseürees
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
trives	trieue	NOMcom	NOMB.=p|GENRE=f|CAS=r	trives
donees	doner	VERppe	NOMB.=p|GENRE=f|CAS=r	donees
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
les	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r	les
garde	garder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	garde
et	et	CONcoo	MORPH=empty	et
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
conduit	conduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	conduit
.	.	PONfrt	MORPH=empty	.
Ne	ne2	CONcoo	MORPH=empty	Ne
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
ne	ne1	ADVneg	MORPH=empty	ne
pans	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|CAS=r	pans
ne	ne2	CONcoo	MORPH=empty	ne
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
ne	ne1	ADVneg	MORPH=empty	ne
cuit	cuidier1	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	cuit
que	que4	CONsub	NOMB.=s	que
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
por	por2	PRE	TEMPS=pst	por
ce	ce2	DETdem	NOMB.=s|GENRE=m|CAS=r	ce
mesfet	mesfaire	NOMcom	NOMB.=s|GENRE=m|CAS=r	mesfet
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
haces	häir	VERcjg	MODE=sub|PERS.=2|NOMB.=s|GENRE=f|CAS=r	haces
ne	ne2	CONcoo	MORPH=empty	ne
que	que4	CONsub	MORPH=empty	que
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
faces	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	faces
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
gel	je+il	PROper.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	gel
fis	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fis
por	por2	PRE	MORPH=empty	por
leal	lëal	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	leal
justise	justice	NOMcom	NOMB.=s|GENRE=f|CAS=r	justise
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
establie	establir	VERppe	NOMB.=s|GENRE=f|CAS=n	establie
et	et	CONcoo	MORPH=empty	et
asise	asseoir	VERppe	NOMB.=s|GENRE=f|CAS=n	asise
par	par	PRE	MORPH=empty	par
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r	tote
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Gauvains	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvains
,	,	PONfbl	MORPH=empty	,
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
la	il	PROper	NOMB.=s|GENRE=f|CAS=r	la
preïs	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	preïs
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
,	,	PONfbl	MORPH=empty	,
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
justise	justice	NOMcom	NOMB.=s|GENRE=f|CAS=r	justise
,	,	PONfbl	MORPH=empty	,
bien	bien1	ADVgen	DEGRE=p	bien
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
an	en2	PROadv	MORPH=empty	an
sovient	sovenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sovient
;	;	PONfbl	MORPH=empty	;
s'	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
or	or4	ADVgen	DEGRE=-	or
ensi	ainsi	ADVgen	DEGRE=-	ensi
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
an	en2	PROadv	MORPH=empty	an
covient	covenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	covient
a	a3	PRE	MORPH=empty	a
sofrir	sofrir	VERinf	MORPH=empty	sofrir
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	que
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	ferai
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
gringalet	Gringalet	NOMcom	NOMB.=s|GENRE=m|CAS=r	gringalet
an	en2	PROadv	MORPH=empty	an
manrai	mener	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	manrai
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
plus	plus	ADVgen	DEGRE=-	plus
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
or	or4	ADVgen	DEGRE=-	or
vangier	vengier	VERinf	MORPH=empty	vangier
.	.	PONfrt	MORPH=empty	.
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Au
roncin	roncin	NOMcom	NOMB.=s|GENRE=m|CAS=r	roncin
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	t
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
changier	changier	VERinf	MORPH=empty	changier
don	dont	PROrel	GENRE=m	don
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
escuier	escuier2	NOMcom	NOMB.=s|GENRE=m|CAS=n	escuier
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	as
abatu	abatre	VERppe	NOMB.=s|GENRE=m|CAS=r	abatu
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	GENRE=m	qu
altre	autre	DETind	NOMB.=s|GENRE=m|CAS=r	altre
eschange	eschange	NOMcom	PERS.=3|NOMB.=s|GENRE=m|CAS=r	eschange
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
avras	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s	avras
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
.	.	PONfrt	MORPH=empty	.
"	"	PONfbl	MORPH=empty	"
Atant	atant	ADVgen	DEGRE=-	Atant
Greorreas	Greoreas	NOMpro	NOMB.=s|GENRE=m|CAS=n	Greorreas
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
lesse	laissier	VERcjg	MODE=ind|PERS.=3|NOMB.=s	lesse
et	et	CONcoo	MORPH=empty	et
aprés	après	PRE	MORPH=empty	aprés
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
eslesse	eslaissier	VERcjg	PERS.=3|NOMB.=s|CAS=r	eslesse
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
an	en2	PROadv	MORPH=empty	an
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	aloit
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
anbleüre	amblëure	NOMcom	NOMB.=s|GENRE=f|CAS=r	anbleüre
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
silt	sivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	silt
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	grant
aleüre	alëure	NOMcom	NOMB.=s|GENRE=f|CAS=r	aleüre
;	;	PONfbl	MORPH=empty	;
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
male	mal1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	male
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n	pucele
rit	rire	VERcjg	MODE=ind|PERS.=3|NOMB.=s	rit
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
monseignor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r	monseignor
Gauvain	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=r	Gauvain
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
:	:	PONfbl	MORPH=empty	:
"	"	PONfbl	MORPH=empty	"
Vasax	vassal	NOMcom	NOMB.=s|GENRE=m|CAS=n	Vasax
,	,	PONfbl	MORPH=empty	,
vasax	vassal	NOMcom	NOMB.=s|GENRE=m|CAS=n	vasax
,	,	PONfbl	MORPH=empty	,
que	que3	PROint	NOMB.=s|GENRE=n|CAS=r	que
feroiz	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	feroiz
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
?	?	PONfrt	MORPH=empty	?
Or	or4	ADVgen	DEGRE=-	Or
poez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	poez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
dire	dire	VERinf	MORPH=empty	dire
a	a3	PRE	MORPH=empty	a
estros	estros	NOMcom	NOMB.=s|GENRE=m|CAS=r	estros
que	que4	CONsub	MORPH=empty	que
max	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	max
musarz	musart	NOMcom	NOMB.=s|GENRE=m|CAS=n	musarz
n'	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mie	mie	ADVneg	MORPH=empty	mie
morz	morir	VERppe	NOMB.=s|GENRE=m|CAS=n	morz
.	.	PONfrt	MORPH=empty	.
Bien	bien1	ADVgen	DEGRE=p	Bien
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
que	que4	CONsub	MORPH=empty	que
miens	mien	PROpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	miens
an	en2	PROadv	MORPH=empty	an
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
torz	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=n	torz
de	de	PRE	MORPH=empty	de
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=r	vos
sivre	sivre	VERinf	MORPH=empty	sivre
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	MORPH=empty	se
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
gart	garder	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	gart
!	!	PONfrt	MORPH=empty	!
Ja	ja	ADVgen	DEGRE=-	Ja
ne	ne1	ADVneg	MORPH=empty	ne
torneroiz	torner	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	torneroiz
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r	part
que	que4	PROrel	NOMB.=s|CAS=r	que
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
volantiers	volentiers	ADVgen	DEGRE=-	volantiers
ne	ne2	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
sigue	sivre	VERcjg	TEMPS=pst|PERS.=1|NOMB.=s|CAS=r	sigue
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
car	car	ADVgen	DEGRE=-	car
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
or	or4	ADVgen	DEGRE=-	or
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
roncins	roncin	NOMcom	NOMB.=s|GENRE=m|CAS=n	roncins
igue	ive	NOMcom	MODE=ind|NOMB.=s|GENRE=m|CAS=n	igue
qu'	que4	PROrel	CAS=r	qu
a	a3	PRE	MORPH=empty	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
escuier	escuier2	NOMcom	NOMB.=s|GENRE=m|CAS=r	escuier
tolu	tolir	VERppe	NOMB.=s|GENRE=m|CAS=r	tolu
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avez
!	!	PONfrt	MORPH=empty	!
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
voldroie	voloir	VERcjg	MODE=con|PERS.=1|NOMB.=s	voldroie
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	savez
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	MORPH=empty	que
plus	plus	ADVgen	DEGRE=-	plus
avreiez	avoir	VERcjg	MODE=con|PERS.=2|NOMB.=p	avreiez
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
.	.	PONfrt	MORPH=empty	.
